json_path,basename,label,label_idx,split,matched_v1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1019.json,cocci.1019.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.102.json,cocci.102.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1020.json,cocci.1020.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1021.json,cocci.1021.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1022.json,cocci.1022.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1023.json,cocci.1023.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1024.json,cocci.1024.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1025.json,cocci.1025.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1026.json,cocci.1026.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1027.json,cocci.1027.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1028.json,cocci.1028.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1029.json,cocci.1029.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.103.json,cocci.103.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1030.json,cocci.1030.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1031.json,cocci.1031.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1032.json,cocci.1032.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1033.json,cocci.1033.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1034.json,cocci.1034.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1035.json,cocci.1035.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1036.json,cocci.1036.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1037.json,cocci.1037.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1038.json,cocci.1038.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1039.json,cocci.1039.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.104.json,cocci.104.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1040.json,cocci.1040.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1041.json,cocci.1041.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1042.json,cocci.1042.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1043.json,cocci.1043.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1044.json,cocci.1044.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1045.json,cocci.1045.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1046.json,cocci.1046.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1047.json,cocci.1047.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1048.json,cocci.1048.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1049.json,cocci.1049.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.105.json,cocci.105.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1050.json,cocci.1050.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1051.json,cocci.1051.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1052.json,cocci.1052.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1053.json,cocci.1053.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1054.json,cocci.1054.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1055.json,cocci.1055.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1056.json,cocci.1056.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1057.json,cocci.1057.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1058.json,cocci.1058.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1059.json,cocci.1059.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.106.json,cocci.106.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1060.json,cocci.1060.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1061.json,cocci.1061.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1062.json,cocci.1062.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1063.json,cocci.1063.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1064.json,cocci.1064.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1065.json,cocci.1065.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1066.json,cocci.1066.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1067.json,cocci.1067.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1068.json,cocci.1068.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1069.json,cocci.1069.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.107.json,cocci.107.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1070.json,cocci.1070.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1071.json,cocci.1071.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1072.json,cocci.1072.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1073.json,cocci.1073.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1074.json,cocci.1074.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1075.json,cocci.1075.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1076.json,cocci.1076.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1077.json,cocci.1077.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1078.json,cocci.1078.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1079.json,cocci.1079.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.108.json,cocci.108.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1080.json,cocci.1080.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1081.json,cocci.1081.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1082.json,cocci.1082.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1083.json,cocci.1083.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1084.json,cocci.1084.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1085.json,cocci.1085.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1086.json,cocci.1086.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1087.json,cocci.1087.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1088.json,cocci.1088.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1089.json,cocci.1089.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.109.json,cocci.109.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1090.json,cocci.1090.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1091.json,cocci.1091.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1092.json,cocci.1092.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1093.json,cocci.1093.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1094.json,cocci.1094.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1095.json,cocci.1095.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1096.json,cocci.1096.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1097.json,cocci.1097.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1098.json,cocci.1098.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1099.json,cocci.1099.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.11.json,cocci.11.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.110.json,cocci.110.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1100.json,cocci.1100.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1101.json,cocci.1101.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1102.json,cocci.1102.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1103.json,cocci.1103.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1104.json,cocci.1104.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1105.json,cocci.1105.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1106.json,cocci.1106.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1107.json,cocci.1107.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1108.json,cocci.1108.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1109.json,cocci.1109.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.111.json,cocci.111.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1110.json,cocci.1110.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1111.json,cocci.1111.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1112.json,cocci.1112.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1113.json,cocci.1113.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1114.json,cocci.1114.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1115.json,cocci.1115.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1116.json,cocci.1116.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1117.json,cocci.1117.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1118.json,cocci.1118.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1119.json,cocci.1119.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.112.json,cocci.112.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1120.json,cocci.1120.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1121.json,cocci.1121.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1122.json,cocci.1122.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1123.json,cocci.1123.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1124.json,cocci.1124.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1125.json,cocci.1125.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1126.json,cocci.1126.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1127.json,cocci.1127.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1128.json,cocci.1128.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1129.json,cocci.1129.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.113.json,cocci.113.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1130.json,cocci.1130.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1131.json,cocci.1131.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1132.json,cocci.1132.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1133.json,cocci.1133.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1134.json,cocci.1134.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1135.json,cocci.1135.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1136.json,cocci.1136.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1137.json,cocci.1137.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1138.json,cocci.1138.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1139.json,cocci.1139.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.114.json,cocci.114.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1140.json,cocci.1140.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1141.json,cocci.1141.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1142.json,cocci.1142.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1143.json,cocci.1143.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1144.json,cocci.1144.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1145.json,cocci.1145.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1146.json,cocci.1146.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1147.json,cocci.1147.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1148.json,cocci.1148.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1149.json,cocci.1149.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.115.json,cocci.115.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1150.json,cocci.1150.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1151.json,cocci.1151.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1152.json,cocci.1152.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1153.json,cocci.1153.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1154.json,cocci.1154.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1155.json,cocci.1155.jpg,coccidiosis,0,test,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1156.json,cocci.1156.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1157.json,cocci.1157.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1158.json,cocci.1158.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1159.json,cocci.1159.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.116.json,cocci.116.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1160.json,cocci.1160.jpg,coccidiosis,0,val,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1161.json,cocci.1161.jpg,coccidiosis,0,train,1
../../Data/downloads/zenodo_4628934_poultry_fecal/content (2)/imgSegmentation/cocci/cocci.1162.json,cocci.1162.jpg,coccidiosis,0,train,1
