path,label,label_idx,duration_s,sample_rate,n_windows_train,split
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/115.wav,healthy,0,16.63,48000,7,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/116.wav,healthy,0,29.49,48000,13,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/117.wav,healthy,0,9.83,48000,3,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/118.wav,healthy,0,11.34,48000,4,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/119.wav,healthy,0,21.92,48000,9,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/12.wav,healthy,0,18.27,48000,8,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/120.wav,healthy,0,20.41,48000,9,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/121.wav,healthy,0,64.26,48000,20,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/122.wav,healthy,0,20.41,48000,9,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/123.wav,healthy,0,324.53,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/124.wav,healthy,0,906.20,48000,20,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/125.wav,healthy,0,12.30,48000,5,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/126.wav,healthy,0,12.30,48000,5,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/127.wav,healthy,0,9.66,48000,3,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/128.wav,healthy,0,14.94,48000,6,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/129.wav,healthy,0,14.06,48000,6,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/13.wav,healthy,0,11.87,48000,4,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/130.wav,healthy,0,24.79,48000,11,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/131.wav,healthy,0,20.36,48000,9,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/132.wav,healthy,0,53.12,48000,20,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/133.wav,healthy,0,11.51,48000,4,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/134.wav,healthy,0,39.82,48000,18,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/135.wav,healthy,0,36.41,48000,17,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/136.wav,healthy,0,64.86,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/137.wav,healthy,0,13.65,48000,5,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/138.wav,healthy,0,45.51,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/139.wav,healthy,0,21.56,48000,9,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/14.wav,healthy,0,17.36,48000,7,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/15.wav,healthy,0,13.70,48000,5,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/16.wav,healthy,0,11.87,48000,4,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/17.wav,healthy,0,11.87,48000,4,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/18.wav,healthy,0,12.79,48000,5,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/19.wav,healthy,0,14.61,48000,6,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/2.wav,healthy,0,27.07,48000,12,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/20.wav,healthy,0,23.75,48000,10,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/21.wav,healthy,0,34.71,48000,16,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/22.wav,healthy,0,17.36,48000,7,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/23.wav,healthy,0,19.18,48000,8,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/24.wav,healthy,0,10.96,48000,4,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/25.wav,healthy,0,32.88,48000,15,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/26.wav,healthy,0,25.58,48000,11,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/27.wav,healthy,0,17.36,48000,7,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/28.wav,healthy,0,25.58,48000,11,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/29.wav,healthy,0,39.28,48000,18,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/3.wav,healthy,0,27.97,48000,12,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/30.wav,healthy,0,11.87,48000,4,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/31.wav,healthy,0,27.40,48000,12,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/32.wav,healthy,0,59.37,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/33.wav,healthy,0,9.31,48000,3,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/34.wav,healthy,0,69.87,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/35.wav,healthy,0,32.66,48000,15,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/36.wav,healthy,0,27.34,48000,12,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/37.wav,healthy,0,34.93,48000,16,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/38.wav,healthy,0,15.19,48000,6,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/39.wav,healthy,0,24.30,48000,11,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/4.wav,healthy,0,20.75,48000,9,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/40.wav,healthy,0,9.87,48000,3,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/41.wav,healthy,0,10.63,48000,4,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/42.wav,healthy,0,15.95,48000,6,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/43.wav,healthy,0,41.01,48000,19,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/44.wav,healthy,0,13.67,48000,5,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/45.wav,healthy,0,44.05,48000,20,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/46.wav,healthy,0,12.91,48000,5,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/47.wav,healthy,0,35.69,48000,16,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/48.wav,healthy,0,21.26,48000,9,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/49.wav,healthy,0,28.10,48000,13,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/5.wav,healthy,0,24.36,48000,11,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/50.wav,healthy,0,85.06,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/51.wav,healthy,0,26.58,48000,12,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/52.wav,healthy,0,20.50,48000,9,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/53.wav,healthy,0,31.14,48000,14,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/54.wav,healthy,0,10.63,48000,4,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/55.wav,healthy,0,88.76,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/56.wav,healthy,0,49.31,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/57.wav,healthy,0,22.76,48000,10,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/58.wav,healthy,0,37.93,48000,17,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/59.wav,healthy,0,24.28,48000,11,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/6.wav,healthy,0,35.19,48000,16,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/60.wav,healthy,0,25.79,48000,11,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/61.wav,healthy,0,64.49,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/62.wav,healthy,0,21.24,48000,9,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/63.wav,healthy,0,21.24,48000,9,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/64.wav,healthy,0,7.59,48000,2,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/65.wav,healthy,0,34.14,48000,16,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/66.wav,healthy,0,18.97,48000,8,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/67.wav,healthy,0,17.45,48000,7,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/68.wav,healthy,0,9.10,48000,3,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/69.wav,healthy,0,11.38,48000,4,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/7.wav,healthy,0,7.22,48000,2,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/70.wav,healthy,0,22.00,48000,10,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/71.wav,healthy,0,90.52,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/72.wav,healthy,0,15.21,48000,6,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/73.wav,healthy,0,24.34,48000,11,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/74.wav,healthy,0,15.21,48000,6,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/75.wav,healthy,0,31.95,48000,14,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/76.wav,healthy,0,19.02,48000,8,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/77.wav,healthy,0,15.97,48000,6,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/78.wav,healthy,0,11.41,48000,4,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/79.wav,healthy,0,6.85,48000,2,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/8.wav,healthy,0,25.27,48000,11,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/80.wav,healthy,0,6.09,48000,2,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/81.wav,healthy,0,14.45,48000,6,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/82.wav,healthy,0,12.93,48000,5,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/83.wav,healthy,0,11.41,48000,4,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/84.wav,healthy,0,25.86,48000,11,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/85.wav,healthy,0,35.75,48000,16,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/86.wav,healthy,0,16.73,48000,7,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/87.wav,healthy,0,9.89,48000,3,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/88.wav,healthy,0,41.55,48000,19,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/89.wav,healthy,0,27.95,48000,12,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/9.wav,healthy,0,15.34,48000,6,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/90.wav,healthy,0,23.42,48000,10,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/91.wav,healthy,0,23.42,48000,10,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/92.wav,healthy,0,8.31,48000,3,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/93.wav,healthy,0,40.04,48000,19,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/94.wav,healthy,0,66.47,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/95.wav,healthy,0,38.52,48000,18,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/96.wav,healthy,0,9.06,48000,3,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/97.wav,healthy,0,46.83,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/98.wav,healthy,0,15.86,48000,6,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Healthy/99.wav,healthy,0,27.95,48000,12,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/1.wav,unhealthy,1,22.60,48000,10,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/10.wav,unhealthy,1,22.60,48000,10,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/100.wav,unhealthy,1,1.18,48000,1,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/101.wav,unhealthy,1,0.54,48000,1,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/102.wav,unhealthy,1,0.60,48000,1,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/103.wav,unhealthy,1,0.92,48000,1,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/104.wav,unhealthy,1,0.90,48000,1,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/105.wav,unhealthy,1,0.75,48000,1,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/106.wav,unhealthy,1,0.82,48000,1,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/107.wav,unhealthy,1,1.01,48000,1,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/108.wav,unhealthy,1,0.91,48000,1,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/109.wav,unhealthy,1,0.88,48000,1,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/11.wav,unhealthy,1,12.05,48000,5,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/110.wav,unhealthy,1,0.76,48000,1,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/111.wav,unhealthy,1,1.28,48000,1,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/112.wav,unhealthy,1,0.51,48000,1,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/113.wav,unhealthy,1,0.70,48000,1,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/114.wav,unhealthy,1,0.60,48000,1,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/115.wav,unhealthy,1,0.57,48000,1,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/116.wav,unhealthy,1,1.06,48000,1,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/117.wav,unhealthy,1,0.84,48000,1,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/118.wav,unhealthy,1,1.10,48000,1,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/119.wav,unhealthy,1,0.82,48000,1,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/12.wav,unhealthy,1,63.28,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/120.wav,unhealthy,1,0.81,48000,1,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/121.wav,unhealthy,1,1.33,48000,1,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/13.wav,unhealthy,1,34.66,48000,16,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/14.wav,unhealthy,1,37.67,48000,17,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/15.wav,unhealthy,1,15.07,48000,6,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/16.wav,unhealthy,1,22.60,48000,10,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/17.wav,unhealthy,1,57.26,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/18.wav,unhealthy,1,34.66,48000,16,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/19.wav,unhealthy,1,21.09,48000,9,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/2.wav,unhealthy,1,36.16,48000,17,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/20.wav,unhealthy,1,15.07,48000,6,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/21.wav,unhealthy,1,27.12,48000,12,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/22.wav,unhealthy,1,18.08,48000,8,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/23.wav,unhealthy,1,25.61,48000,11,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/24.wav,unhealthy,1,37.67,48000,17,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/25.wav,unhealthy,1,52.74,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/26.wav,unhealthy,1,43.67,48000,20,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/27.wav,unhealthy,1,51.20,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/28.wav,unhealthy,1,85.83,48000,20,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/29.wav,unhealthy,1,69.27,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/3.wav,unhealthy,1,31.64,48000,14,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/30.wav,unhealthy,1,33.13,48000,15,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/31.wav,unhealthy,1,21.08,48000,9,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/32.wav,unhealthy,1,81.32,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/33.wav,unhealthy,1,34.64,48000,16,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/34.wav,unhealthy,1,36.14,48000,17,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/35.wav,unhealthy,1,66.26,48000,20,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/36.wav,unhealthy,1,30.12,48000,14,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/37.wav,unhealthy,1,60.23,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/38.wav,unhealthy,1,37.65,48000,17,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/39.wav,unhealthy,1,61.74,48000,20,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/4.wav,unhealthy,1,16.57,48000,7,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/40.wav,unhealthy,1,78.31,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/41.wav,unhealthy,1,16.56,48000,7,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/42.wav,unhealthy,1,43.67,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/43.wav,unhealthy,1,72.28,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/44.wav,unhealthy,1,52.71,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/45.wav,unhealthy,1,72.28,48000,20,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/46.wav,unhealthy,1,48.19,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/47.wav,unhealthy,1,112.94,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/48.wav,unhealthy,1,22.59,48000,10,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/49.wav,unhealthy,1,19.58,48000,8,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/5.wav,unhealthy,1,36.16,48000,17,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/50.wav,unhealthy,1,19.58,48000,8,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/51.wav,unhealthy,1,22.59,48000,10,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/52.wav,unhealthy,1,40.66,48000,19,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/53.wav,unhealthy,1,40.66,48000,19,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/54.wav,unhealthy,1,31.62,48000,14,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/55.wav,unhealthy,1,43.67,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/56.wav,unhealthy,1,55.72,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/57.wav,unhealthy,1,42.17,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/58.wav,unhealthy,1,31.62,48000,14,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/59.wav,unhealthy,1,42.17,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/6.wav,unhealthy,1,24.11,48000,11,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/60.wav,unhealthy,1,51.20,48000,20,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/61.wav,unhealthy,1,28.61,48000,13,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/62.wav,unhealthy,1,99.39,48000,20,val
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/63.wav,unhealthy,1,31.62,48000,14,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/64.wav,unhealthy,1,21.08,48000,9,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/65.wav,unhealthy,1,134.03,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/66.wav,unhealthy,1,22.59,48000,10,test
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/67.wav,unhealthy,1,54.21,48000,20,train
../../Data/downloads/mendeley_vocalization/Chicken_Audio_Dataset/Unhealthy/68.wav,unhealthy,1,27.11,48000,12,test
