path,label_path,clip,orig_split,split,n_objects,class_hist
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1011_jpg.rf.f10354ca0c61314b6de33d9dbd83f308.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1011_jpg.rf.f10354ca0c61314b6de33d9dbd83f308.txt,1011,train,train,12,1|7|4
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1012_jpg.rf.31e78f111e6df9b6ffdc16503f3eb285.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1012_jpg.rf.31e78f111e6df9b6ffdc16503f3eb285.txt,1012,train,test,12,5|4|3
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/101337-1_png.rf.cabb3b642e77e870b481c90f74996d8c.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/101337-1_png.rf.cabb3b642e77e870b481c90f74996d8c.txt,101337,train,train,12,5|4|3
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/101337-2_png.rf.49bb314a5f6dc4bbcbdc006abe80a9dc.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/101337-2_png.rf.49bb314a5f6dc4bbcbdc006abe80a9dc.txt,101337,train,train,12,4|6|2
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/101337-4_png.rf.e018a5a80de7138bd56a3511090946df.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/101337-4_png.rf.e018a5a80de7138bd56a3511090946df.txt,101337,train,train,12,2|7|3
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/101337-5_png.rf.3dc1e4fff0facbd0095dc872824f25ac.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/101337-5_png.rf.3dc1e4fff0facbd0095dc872824f25ac.txt,101337,train,train,12,4|7|1
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/101337-6_png.rf.2e61fcca9101b8077324f9402b85b14b.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/101337-6_png.rf.2e61fcca9101b8077324f9402b85b14b.txt,101337,train,train,12,0|1|11
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1013_jpg.rf.9c4c4de983ddd29cb4081c2a5296fa33.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1013_jpg.rf.9c4c4de983ddd29cb4081c2a5296fa33.txt,1013,train,val,12,2|7|3
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1014_jpg.rf.e27a84e117b75dda7476463659dfd029.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1014_jpg.rf.e27a84e117b75dda7476463659dfd029.txt,1014,train,train,11,2|1|8
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1015_jpg.rf.a6cad18d169510e0ff29357d4b8f389e.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1015_jpg.rf.a6cad18d169510e0ff29357d4b8f389e.txt,1015,train,train,12,5|2|5
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1016_jpg.rf.ca83a944140e9fac0e1e1fa746354339.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1016_jpg.rf.ca83a944140e9fac0e1e1fa746354339.txt,1016,train,train,12,3|5|4
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1017_jpg.rf.07b2f57ac000a9c262cdeefd32373b2d.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1017_jpg.rf.07b2f57ac000a9c262cdeefd32373b2d.txt,1017,train,train,12,2|6|4
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1018_jpg.rf.4e5debf1a2fcb5d77b54fbc6d8256c25.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1018_jpg.rf.4e5debf1a2fcb5d77b54fbc6d8256c25.txt,1018,train,train,12,0|4|8
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1019_jpg.rf.42e15c2346627df02cc5619f720ea048.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1019_jpg.rf.42e15c2346627df02cc5619f720ea048.txt,1019,train,train,12,5|3|4
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/101_jpg.rf.27fa37e1748a41ea4cb35aa5ec2d10dd.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/101_jpg.rf.27fa37e1748a41ea4cb35aa5ec2d10dd.txt,101,train,test,12,3|7|2
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1020_jpg.rf.039c5cdc71bde9feb992784da46d7e47.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1020_jpg.rf.039c5cdc71bde9feb992784da46d7e47.txt,1020,train,test,12,4|3|5
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102125-1-_png.rf.782366c6f8af23edd0c4f841424e8a57.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102125-1-_png.rf.782366c6f8af23edd0c4f841424e8a57.txt,102125-1-,train,train,12,0|5|7
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102125-10-_png.rf.7f08643ef6bb810cde302442dafb6e2c.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102125-10-_png.rf.7f08643ef6bb810cde302442dafb6e2c.txt,102125-10-,train,train,12,4|2|6
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102125-11-_png.rf.23c211672532a46dafac74429d040b8f.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102125-11-_png.rf.23c211672532a46dafac74429d040b8f.txt,102125-11-,train,train,12,4|5|3
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102125-12-_png.rf.ab5456bbabc9dc8cc37e650546954b80.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102125-12-_png.rf.ab5456bbabc9dc8cc37e650546954b80.txt,102125-12-,train,train,12,3|7|2
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102125-13-_png.rf.c6c14cb2faabcae59162d90e4b9691e5.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102125-13-_png.rf.c6c14cb2faabcae59162d90e4b9691e5.txt,102125-13-,train,train,12,1|6|5
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102125-14-_png.rf.8b4163e57d0965ac777f346e2b8f4e7d.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102125-14-_png.rf.8b4163e57d0965ac777f346e2b8f4e7d.txt,102125-14-,train,train,12,2|8|2
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102125-15-_png.rf.3108a0c36f469c99523ae6c12e8fbeb0.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102125-15-_png.rf.3108a0c36f469c99523ae6c12e8fbeb0.txt,102125-15-,train,test,12,5|4|3
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102125-16-_png.rf.9a2ca7746f6a8a60b3c86d30a37fe6fd.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102125-16-_png.rf.9a2ca7746f6a8a60b3c86d30a37fe6fd.txt,102125-16-,train,train,12,5|5|2
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102125-2-_png.rf.a2cc15731901393f3caa82651972269a.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102125-2-_png.rf.a2cc15731901393f3caa82651972269a.txt,102125-2-,train,train,12,2|7|3
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102125-3-_png.rf.7e8d7fb551ce54d2a18042c2de8b8fce.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102125-3-_png.rf.7e8d7fb551ce54d2a18042c2de8b8fce.txt,102125-3-,train,train,12,2|8|2
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102125-5-_png.rf.cdadd37a8d14aa3b8dee4225948b9ad9.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102125-5-_png.rf.cdadd37a8d14aa3b8dee4225948b9ad9.txt,102125-5-,train,train,12,0|10|2
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102125-6-_png.rf.90505f8e891749add9f27b92489b87ab.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102125-6-_png.rf.90505f8e891749add9f27b92489b87ab.txt,102125-6-,train,train,12,5|5|2
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102125-7-_png.rf.1f9fc7259c8eab15cf79254bae1b105c.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102125-7-_png.rf.1f9fc7259c8eab15cf79254bae1b105c.txt,102125-7-,train,train,12,1|10|1
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102125-8-_png.rf.0c3035458ce33b3100a6958e2cfbe00f.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102125-8-_png.rf.0c3035458ce33b3100a6958e2cfbe00f.txt,102125-8-,train,train,12,4|7|1
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102125-9-_png.rf.a9943fdc5e2d5bac112ed680519fe31c.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102125-9-_png.rf.a9943fdc5e2d5bac112ed680519fe31c.txt,102125-9-,train,train,12,2|9|1
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1021_jpg.rf.3ac6afd4bc0ba16b6ae2042211cb2522.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1021_jpg.rf.3ac6afd4bc0ba16b6ae2042211cb2522.txt,1021,train,train,12,6|4|2
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1021_jpg.rf.6d8fb234537fe4228dd59c66f9c61f16.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1021_jpg.rf.6d8fb234537fe4228dd59c66f9c61f16.txt,1021,train,train,12,0|3|9
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1022_jpg.rf.20f5b83f0733178b38d6ca4ba37d1ff5.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1022_jpg.rf.20f5b83f0733178b38d6ca4ba37d1ff5.txt,1022,train,val,12,0|8|4
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1023_jpg.rf.eea3232ad32535d9aa305e3f3855a14f.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1023_jpg.rf.eea3232ad32535d9aa305e3f3855a14f.txt,1023,train,train,12,3|3|6
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1023_jpg.rf.f3019d3a63a09c222a46d51c32075d95.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1023_jpg.rf.f3019d3a63a09c222a46d51c32075d95.txt,1023,train,train,2,2|0|0
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1024_jpg.rf.7415c622a19839f4f35300d76f053a96.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1024_jpg.rf.7415c622a19839f4f35300d76f053a96.txt,1024,train,train,12,5|4|3
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1024_jpg.rf.eec6b461391d5db84a78443e380cda38.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1024_jpg.rf.eec6b461391d5db84a78443e380cda38.txt,1024,train,train,12,0|4|8
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102501-10_png.rf.4576721cb2ba522f7141a90eeb7181e2.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102501-10_png.rf.4576721cb2ba522f7141a90eeb7181e2.txt,102501,train,train,12,3|3|6
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102501-13_png.rf.a238f3b98462c6d874b3177012b3bdcd.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102501-13_png.rf.a238f3b98462c6d874b3177012b3bdcd.txt,102501,train,train,12,2|3|7
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102501-1_png.rf.9c496fd35a051191f5fe94d8825b1320.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102501-1_png.rf.9c496fd35a051191f5fe94d8825b1320.txt,102501,train,train,12,7|2|3
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102501-2_png.rf.5bc99e19b6f8c6fecde92683feda024d.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102501-2_png.rf.5bc99e19b6f8c6fecde92683feda024d.txt,102501,train,train,12,1|6|5
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102501-3_png.rf.f19b1dc079ffe26b3d57ab10a36db533.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102501-3_png.rf.f19b1dc079ffe26b3d57ab10a36db533.txt,102501,train,train,12,3|4|5
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102501-4_png.rf.f36bae7161fd479e088b3064e138f5eb.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102501-4_png.rf.f36bae7161fd479e088b3064e138f5eb.txt,102501,train,train,12,3|3|6
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102501-5_png.rf.384fcfd2f62a84f2e7159e7a32c32212.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102501-5_png.rf.384fcfd2f62a84f2e7159e7a32c32212.txt,102501,train,train,12,0|10|2
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102501-6_png.rf.492cc1bf98e899cedd83cabc456079ac.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102501-6_png.rf.492cc1bf98e899cedd83cabc456079ac.txt,102501,train,train,12,2|6|4
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102501-8_png.rf.851c7636581fe2cdfe7ecc7f25d60d06.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102501-8_png.rf.851c7636581fe2cdfe7ecc7f25d60d06.txt,102501,train,train,12,0|3|9
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102501-9_png.rf.02430e361fd29fba6fbd73c746610eb8.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102501-9_png.rf.02430e361fd29fba6fbd73c746610eb8.txt,102501,train,train,13,0|8|5
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1025_jpg.rf.1dca6212dfa6ca3e38a06b5d486bad61.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1025_jpg.rf.1dca6212dfa6ca3e38a06b5d486bad61.txt,1025,train,train,12,3|4|5
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1025_jpg.rf.fb7ab962b1f784a0f846bd0844d86d05.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1025_jpg.rf.fb7ab962b1f784a0f846bd0844d86d05.txt,1025,train,train,1,1|0|0
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1026_jpg.rf.d4cc6f55f9e10bdf3756fad906f2bf9e.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1026_jpg.rf.d4cc6f55f9e10bdf3756fad906f2bf9e.txt,1026,train,val,11,1|7|3
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1027_jpg.rf.d1f54bc99f63b727609de5c0ceaef4a2.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1027_jpg.rf.d1f54bc99f63b727609de5c0ceaef4a2.txt,1027,train,train,12,3|5|4
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1027_jpg.rf.e7f823636456bbd94c05cd8e00a2ad05.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1027_jpg.rf.e7f823636456bbd94c05cd8e00a2ad05.txt,1027,train,train,5,5|0|0
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1028_jpg.rf.326d56400b7b3830226b6e70b347739a.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1028_jpg.rf.326d56400b7b3830226b6e70b347739a.txt,1028,train,val,11,1|4|6
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1028_jpg.rf.6c8e8b8ecd3ea94403d5fa66c804b52d.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1028_jpg.rf.6c8e8b8ecd3ea94403d5fa66c804b52d.txt,1028,train,val,12,0|8|4
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1029_jpg.rf.507e28f4b1ac763da692e0e2e7bf4e54.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1029_jpg.rf.507e28f4b1ac763da692e0e2e7bf4e54.txt,1029,train,train,2,2|0|0
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/102_jpg.rf.2db3dae11cb6c09ae028f81cdb8881bb.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/102_jpg.rf.2db3dae11cb6c09ae028f81cdb8881bb.txt,102,train,train,12,2|4|6
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1030_jpg.rf.05d140bca0669c73d7a138a403f18dcb.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1030_jpg.rf.05d140bca0669c73d7a138a403f18dcb.txt,1030,train,train,11,0|4|7
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1030_jpg.rf.24416e4f332b008d70e8a3f3c30475e3.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1030_jpg.rf.24416e4f332b008d70e8a3f3c30475e3.txt,1030,train,train,12,3|4|5
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1031_jpg.rf.32c1210d70403ccb741fe2fe1d1eff1a.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1031_jpg.rf.32c1210d70403ccb741fe2fe1d1eff1a.txt,1031,train,train,12,6|2|4
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1031_jpg.rf.35227789bdbdad62804ba97d80cc83ec.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1031_jpg.rf.35227789bdbdad62804ba97d80cc83ec.txt,1031,train,train,2,2|0|0
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1032_jpg.rf.874ec18c9762534deb9a89b156449f33.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1032_jpg.rf.874ec18c9762534deb9a89b156449f33.txt,1032,train,test,12,0|5|7
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1032_jpg.rf.f8d0aecce3110c9abd061bb7cb73ef0b.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1032_jpg.rf.f8d0aecce3110c9abd061bb7cb73ef0b.txt,1032,train,test,12,4|5|3
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1033_jpg.rf.de9cf3ee8f03fdb986d42e5c4fb3189a.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1033_jpg.rf.de9cf3ee8f03fdb986d42e5c4fb3189a.txt,1033,train,train,3,3|0|0
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1034_jpg.rf.0b811dde1f3b840cc23b0c0defa9ddfd.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1034_jpg.rf.0b811dde1f3b840cc23b0c0defa9ddfd.txt,1034,train,train,1,1|0|0
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1034_jpg.rf.2d71b11fd510054aca3bd0ae4997d316.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1034_jpg.rf.2d71b11fd510054aca3bd0ae4997d316.txt,1034,train,train,12,4|5|3
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1035_jpg.rf.6f04b29b57f87766c5975e9aa043472d.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1035_jpg.rf.6f04b29b57f87766c5975e9aa043472d.txt,1035,train,test,2,2|0|0
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1035_jpg.rf.7544c78971d9788c0a65c2fc9ad16646.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1035_jpg.rf.7544c78971d9788c0a65c2fc9ad16646.txt,1035,train,test,12,4|6|2
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1036_jpg.rf.4b65945bc81aed61cc726e5fc7b698ca.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1036_jpg.rf.4b65945bc81aed61cc726e5fc7b698ca.txt,1036,train,val,1,1|0|0
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1037_jpg.rf.aed8af1b5aebe82c52847a6f5f14ad7f.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1037_jpg.rf.aed8af1b5aebe82c52847a6f5f14ad7f.txt,1037,train,train,12,2|3|7
../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/images/1038_jpg.rf.bc3c5e857d948bdaa09c05fe1274ea2a.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_chicken_pose/train/labels/1038_jpg.rf.bc3c5e857d948bdaa09c05fe1274ea2a.txt,1038,train,train,12,0|11|1
