path,label_path,clip,orig_split,split,n_objects,class_hist
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154780_jpg.rf.4cd8de40ee068e4438ff022ac4d6599a.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154780_jpg.rf.4cd8de40ee068e4438ff022ac4d6599a.txt,1672722154780,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154780_jpg.rf.892058b85f2d04eb308938dff401829b.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154780_jpg.rf.892058b85f2d04eb308938dff401829b.txt,1672722154780,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154780_jpg.rf.9a549bf15375c3f5c37756036f078b2d.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154780_jpg.rf.9a549bf15375c3f5c37756036f078b2d.txt,1672722154780,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154780_jpg.rf.e78f62e19f67db1a928d57483239595c.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154780_jpg.rf.e78f62e19f67db1a928d57483239595c.txt,1672722154780,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154784_jpg.rf.2b2dfb0c1407f2a1efcfd45f048763b2.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154784_jpg.rf.2b2dfb0c1407f2a1efcfd45f048763b2.txt,1672722154784,train,val,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154784_jpg.rf.737a7729c590c44e4ae23014a6a98ff1.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154784_jpg.rf.737a7729c590c44e4ae23014a6a98ff1.txt,1672722154784,train,val,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154784_jpg.rf.84d8975dc630fa990f7148fe522ffc5b.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154784_jpg.rf.84d8975dc630fa990f7148fe522ffc5b.txt,1672722154784,train,val,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154784_jpg.rf.af560e579705433c05398765fd08d87c.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154784_jpg.rf.af560e579705433c05398765fd08d87c.txt,1672722154784,train,val,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154784_jpg.rf.e2caac9edc17b096381542e578458025.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154784_jpg.rf.e2caac9edc17b096381542e578458025.txt,1672722154784,train,val,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154784_jpg.rf.f607b05744ff528157d0b8f278c43f68.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154784_jpg.rf.f607b05744ff528157d0b8f278c43f68.txt,1672722154784,train,val,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154789_jpg.rf.d12a2aa239c072c61b72ccfaaaa5658c.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154789_jpg.rf.d12a2aa239c072c61b72ccfaaaa5658c.txt,1672722154789,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154789_jpg.rf.e4857dc615d0e0a6ae57b4af961fb50b.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154789_jpg.rf.e4857dc615d0e0a6ae57b4af961fb50b.txt,1672722154789,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154789_jpg.rf.ffc4daf5f204d178f0b294ec6b3e623d.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154789_jpg.rf.ffc4daf5f204d178f0b294ec6b3e623d.txt,1672722154789,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154794_jpg.rf.094ed656a6be2d9902e89aed01017247.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154794_jpg.rf.094ed656a6be2d9902e89aed01017247.txt,1672722154794,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154794_jpg.rf.5beb5ca352df3e664dfb377aa8e2e7f8.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154794_jpg.rf.5beb5ca352df3e664dfb377aa8e2e7f8.txt,1672722154794,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154794_jpg.rf.de8a6dd5026d41eb2ff689da47c72cbf.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154794_jpg.rf.de8a6dd5026d41eb2ff689da47c72cbf.txt,1672722154794,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154799_jpg.rf.3c96c9ddda7d2a7d95aa109ab923b611.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154799_jpg.rf.3c96c9ddda7d2a7d95aa109ab923b611.txt,1672722154799,train,val,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154799_jpg.rf.66b591fdf5140831a61a9aafb1b00708.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154799_jpg.rf.66b591fdf5140831a61a9aafb1b00708.txt,1672722154799,train,val,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154799_jpg.rf.896fb6f3fa000b92c2f86443d7227563.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154799_jpg.rf.896fb6f3fa000b92c2f86443d7227563.txt,1672722154799,train,val,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154804_jpg.rf.150c1d401f33e5310d3df1b4c5773982.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154804_jpg.rf.150c1d401f33e5310d3df1b4c5773982.txt,1672722154804,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154804_jpg.rf.1910a5b7ded81d9bbb377a5f4d2295bc.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154804_jpg.rf.1910a5b7ded81d9bbb377a5f4d2295bc.txt,1672722154804,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154804_jpg.rf.37ceb3cfb7acd7a68ed719cd2267126a.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154804_jpg.rf.37ceb3cfb7acd7a68ed719cd2267126a.txt,1672722154804,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154804_jpg.rf.4345b3bfc3f6be4344825421ddda33c3.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154804_jpg.rf.4345b3bfc3f6be4344825421ddda33c3.txt,1672722154804,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154804_jpg.rf.77dfbe9415302534755f38d9400b9fbd.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154804_jpg.rf.77dfbe9415302534755f38d9400b9fbd.txt,1672722154804,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154804_jpg.rf.7b5eb2c93e8185b61f479ba48758ec52.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154804_jpg.rf.7b5eb2c93e8185b61f479ba48758ec52.txt,1672722154804,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154809_jpg.rf.2cd5fd78b9a9b8c3bd6b8659f1789be8.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154809_jpg.rf.2cd5fd78b9a9b8c3bd6b8659f1789be8.txt,1672722154809,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154809_jpg.rf.56a67f4a7e3c7b5e3e0e576f5c762905.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154809_jpg.rf.56a67f4a7e3c7b5e3e0e576f5c762905.txt,1672722154809,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154809_jpg.rf.e8ed0631f0173b275651b323de9f315e.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154809_jpg.rf.e8ed0631f0173b275651b323de9f315e.txt,1672722154809,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154818_jpg.rf.43a26f6decbcf8889cc0b25a6e0e6f5c.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154818_jpg.rf.43a26f6decbcf8889cc0b25a6e0e6f5c.txt,1672722154818,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154818_jpg.rf.7a23209ee0420e9aed8f29223d275bcf.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154818_jpg.rf.7a23209ee0420e9aed8f29223d275bcf.txt,1672722154818,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154818_jpg.rf.a211389e3d3d2a99e86fde6326c792b4.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154818_jpg.rf.a211389e3d3d2a99e86fde6326c792b4.txt,1672722154818,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154823_jpg.rf.a16b95044d9b66c5a98f6fec41289435.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154823_jpg.rf.a16b95044d9b66c5a98f6fec41289435.txt,1672722154823,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154823_jpg.rf.b07c8544292f0a68daaf20c19545960a.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154823_jpg.rf.b07c8544292f0a68daaf20c19545960a.txt,1672722154823,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154823_jpg.rf.d83bdabafa50b21f1f29c6f80915fad1.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154823_jpg.rf.d83bdabafa50b21f1f29c6f80915fad1.txt,1672722154823,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154828_jpg.rf.0a9b32107de114b76bb029941d909dd7.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154828_jpg.rf.0a9b32107de114b76bb029941d909dd7.txt,1672722154828,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154828_jpg.rf.18c568f9c20e8d5a82eaf7c86f74ee84.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154828_jpg.rf.18c568f9c20e8d5a82eaf7c86f74ee84.txt,1672722154828,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154828_jpg.rf.583269c0641d1fb8fd2ad48f60e2b9ef.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154828_jpg.rf.583269c0641d1fb8fd2ad48f60e2b9ef.txt,1672722154828,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154828_jpg.rf.89a7a6c306e71441a14543abdd13962d.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154828_jpg.rf.89a7a6c306e71441a14543abdd13962d.txt,1672722154828,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154828_jpg.rf.b85307b5b2d434959ebb26015fbfb7cc.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154828_jpg.rf.b85307b5b2d434959ebb26015fbfb7cc.txt,1672722154828,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154828_jpg.rf.bede85225c7a4690798ab052d70d9ab0.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154828_jpg.rf.bede85225c7a4690798ab052d70d9ab0.txt,1672722154828,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154847_jpg.rf.1651aefc06258d85bd980a41f7e8134c.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154847_jpg.rf.1651aefc06258d85bd980a41f7e8134c.txt,1672722154847,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154847_jpg.rf.18acc2f3c26d4c1fa0c3e4c440a36b81.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154847_jpg.rf.18acc2f3c26d4c1fa0c3e4c440a36b81.txt,1672722154847,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154847_jpg.rf.1e5d325746eddb6b92d429f944b734f3.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154847_jpg.rf.1e5d325746eddb6b92d429f944b734f3.txt,1672722154847,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154847_jpg.rf.63d83409ccb72f630b1c07a83cf96f2a.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154847_jpg.rf.63d83409ccb72f630b1c07a83cf96f2a.txt,1672722154847,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154847_jpg.rf.9195cd3449c4d264530f08fb3d99c64d.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154847_jpg.rf.9195cd3449c4d264530f08fb3d99c64d.txt,1672722154847,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154847_jpg.rf.b95003c6a7ff98dd82077074e465fbfa.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154847_jpg.rf.b95003c6a7ff98dd82077074e465fbfa.txt,1672722154847,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154852_jpg.rf.062bb3d8ed85c1fb2dcc9c2c5d17396f.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154852_jpg.rf.062bb3d8ed85c1fb2dcc9c2c5d17396f.txt,1672722154852,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154852_jpg.rf.1af04de31262921cde6d881024c1da2e.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154852_jpg.rf.1af04de31262921cde6d881024c1da2e.txt,1672722154852,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154852_jpg.rf.39334a647be104693a1052d8b0dde612.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154852_jpg.rf.39334a647be104693a1052d8b0dde612.txt,1672722154852,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154852_jpg.rf.3bc8cdde5117c1d1346bcdbcee477452.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154852_jpg.rf.3bc8cdde5117c1d1346bcdbcee477452.txt,1672722154852,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154852_jpg.rf.52b0026ecb39d9ef5407876450f1e176.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154852_jpg.rf.52b0026ecb39d9ef5407876450f1e176.txt,1672722154852,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154852_jpg.rf.9e44a510b17d063032682a3f9864dc38.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154852_jpg.rf.9e44a510b17d063032682a3f9864dc38.txt,1672722154852,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154862_jpg.rf.62e7424240017dbdf19db11c5f5211f3.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154862_jpg.rf.62e7424240017dbdf19db11c5f5211f3.txt,1672722154862,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154862_jpg.rf.b26c1ffe29ae9bf1825a1e5657321903.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154862_jpg.rf.b26c1ffe29ae9bf1825a1e5657321903.txt,1672722154862,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154862_jpg.rf.b40b7e6d9ca5e2e20538660e87ab915a.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154862_jpg.rf.b40b7e6d9ca5e2e20538660e87ab915a.txt,1672722154862,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154867_jpg.rf.07ec529524cec81933a72a4933e1a872.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154867_jpg.rf.07ec529524cec81933a72a4933e1a872.txt,1672722154867,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154867_jpg.rf.551f353c7b327e9e1e0c200496c6d16a.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154867_jpg.rf.551f353c7b327e9e1e0c200496c6d16a.txt,1672722154867,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154867_jpg.rf.6d468992ffc88d0cf17a88aa4a15e26d.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154867_jpg.rf.6d468992ffc88d0cf17a88aa4a15e26d.txt,1672722154867,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154867_jpg.rf.85faad3d4c32a9392fe751628c71ed70.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154867_jpg.rf.85faad3d4c32a9392fe751628c71ed70.txt,1672722154867,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154867_jpg.rf.a64e95696bcb4a015a811c14c191bfbe.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154867_jpg.rf.a64e95696bcb4a015a811c14c191bfbe.txt,1672722154867,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154867_jpg.rf.f5983c40a5123ff2cde9b6b644db24d4.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154867_jpg.rf.f5983c40a5123ff2cde9b6b644db24d4.txt,1672722154867,train,train,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154872_jpg.rf.31f0b038ec3c3f6942e42e377e39019c.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154872_jpg.rf.31f0b038ec3c3f6942e42e377e39019c.txt,1672722154872,train,val,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154872_jpg.rf.8564176bcc26d04aac101c68fd92c975.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154872_jpg.rf.8564176bcc26d04aac101c68fd92c975.txt,1672722154872,train,val,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154872_jpg.rf.c2c2ba081c9e33396edd3c0647738099.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154872_jpg.rf.c2c2ba081c9e33396edd3c0647738099.txt,1672722154872,train,val,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154872_jpg.rf.e01041e7ed198ee517ac758a9c4d41a8.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154872_jpg.rf.e01041e7ed198ee517ac758a9c4d41a8.txt,1672722154872,train,val,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154872_jpg.rf.ed5ace4ee763e67e0fec2a539c7bcb92.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154872_jpg.rf.ed5ace4ee763e67e0fec2a539c7bcb92.txt,1672722154872,train,val,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154872_jpg.rf.f11a00f400a95f68bb1c2aead90885e3.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154872_jpg.rf.f11a00f400a95f68bb1c2aead90885e3.txt,1672722154872,train,val,1,0|1
../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/images/1672722154876_jpg.rf.002b9339bcdfc89612ea5828d475fc72.jpg,../Data/downloads/Roboflow/Data/downloads/roboflow_healthy_sick/train/labels/1672722154876_jpg.rf.002b9339bcdfc89612ea5828d475fc72.txt,1672722154876,train,val,1,0|1
