path,label_path,clip,orig_split,split,n_objects,class_hist
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/04_jpg.rf.4f0f5bdd11dc770378b685e43d29be75.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/04_jpg.rf.4f0f5bdd11dc770378b685e43d29be75.txt,04,train,test,4,4
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/04_jpg.rf.f79acd52e3013717748095d6056bb731.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/04_jpg.rf.f79acd52e3013717748095d6056bb731.txt,04,train,test,4,4
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/06_jpg.rf.514eb32fe478eb5846be2618c5b4a5ed.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/06_jpg.rf.514eb32fe478eb5846be2618c5b4a5ed.txt,06,train,test,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/06_jpg.rf.d43e09c6851654fe62b51c88778718b6.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/06_jpg.rf.d43e09c6851654fe62b51c88778718b6.txt,06,train,test,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/06_jpg.rf.df52797e1818d782f23d28db65cc1050.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/06_jpg.rf.df52797e1818d782f23d28db65cc1050.txt,06,train,test,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/07_jpg.rf.61f84f6a79ca90f42db0f1baf6af552b.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/07_jpg.rf.61f84f6a79ca90f42db0f1baf6af552b.txt,07,train,train,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/07_jpg.rf.665bf654ac97986ff186840c4a6ae552.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/07_jpg.rf.665bf654ac97986ff186840c4a6ae552.txt,07,train,train,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/07_jpg.rf.79e15963317b17bb9c9bb0db271e2467.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/07_jpg.rf.79e15963317b17bb9c9bb0db271e2467.txt,07,train,train,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/08_jpg.rf.2e7a67b25591981de4ad7421c797c5eb.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/08_jpg.rf.2e7a67b25591981de4ad7421c797c5eb.txt,08,train,train,1,1
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/08_jpg.rf.7cb4d42ac43ca5ec715279a47ea82aaf.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/08_jpg.rf.7cb4d42ac43ca5ec715279a47ea82aaf.txt,08,train,train,1,1
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/08_jpg.rf.b58b86c2350ca3462f9669b8bb3c88a6.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/08_jpg.rf.b58b86c2350ca3462f9669b8bb3c88a6.txt,08,train,train,1,1
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/09_jpg.rf.1a3425fffa0f0bd86c02e33319656ef0.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/09_jpg.rf.1a3425fffa0f0bd86c02e33319656ef0.txt,09,train,train,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/09_jpg.rf.21f64bafd3c58440a528822cb118612c.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/09_jpg.rf.21f64bafd3c58440a528822cb118612c.txt,09,train,train,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/09_jpg.rf.cbdda637dff0b52b500b20083e51224a.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/09_jpg.rf.cbdda637dff0b52b500b20083e51224a.txt,09,train,train,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/09c362063c246f7248a9271e437b1bd5_jpg.rf.449bdcec98e5e275a738db00b6bc8cae.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/09c362063c246f7248a9271e437b1bd5_jpg.rf.449bdcec98e5e275a738db00b6bc8cae.txt,09c362063c246f7248a9271e437b1bd,train,train,5,5
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/09c362063c246f7248a9271e437b1bd5_jpg.rf.ceb2f8c3f8133fb4d200f33ec86051fb.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/09c362063c246f7248a9271e437b1bd5_jpg.rf.ceb2f8c3f8133fb4d200f33ec86051fb.txt,09c362063c246f7248a9271e437b1bd,train,train,5,5
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/09c362063c246f7248a9271e437b1bd5_jpg.rf.e13a3e2146e2a30a0cdf835ff0073a93.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/09c362063c246f7248a9271e437b1bd5_jpg.rf.e13a3e2146e2a30a0cdf835ff0073a93.txt,09c362063c246f7248a9271e437b1bd,train,train,5,5
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/0_Helmdon-Farm-cannibalismJPG_jpg.rf.03be4aa6be44347c849780997cc032c9.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/0_Helmdon-Farm-cannibalismJPG_jpg.rf.03be4aa6be44347c849780997cc032c9.txt,0_Helmdon-Farm-cannibalismJPG,train,train,4,4
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/0_Helmdon-Farm-cannibalismJPG_jpg.rf.b9fd0fa23ad39b87dd32505101a23bf7.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/0_Helmdon-Farm-cannibalismJPG_jpg.rf.b9fd0fa23ad39b87dd32505101a23bf7.txt,0_Helmdon-Farm-cannibalismJPG,train,train,4,4
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/0_Helmdon-Farm-cannibalismJPG_jpg.rf.c77e27c78653702801ff8313e891ef21.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/0_Helmdon-Farm-cannibalismJPG_jpg.rf.c77e27c78653702801ff8313e891ef21.txt,0_Helmdon-Farm-cannibalismJPG,train,train,4,4
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/0_Helmdon-Farm-lame-bird-2JPG_jpg.rf.0a04f069a8c8cc1a2c37681ceed5b146.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/0_Helmdon-Farm-lame-bird-2JPG_jpg.rf.0a04f069a8c8cc1a2c37681ceed5b146.txt,0_Helmdon-Farm-lame-bird-2JPG,train,train,1,1
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/0_Helmdon-Farm-lame-bird-2JPG_jpg.rf.1eb4222ef3b8497f44ffc9eb514804d0.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/0_Helmdon-Farm-lame-bird-2JPG_jpg.rf.1eb4222ef3b8497f44ffc9eb514804d0.txt,0_Helmdon-Farm-lame-bird-2JPG,train,train,1,1
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/0_Helmdon-Farm-lame-bird-2JPG_jpg.rf.3aea741649a666d6b6b0cf74345270d2.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/0_Helmdon-Farm-lame-bird-2JPG_jpg.rf.3aea741649a666d6b6b0cf74345270d2.txt,0_Helmdon-Farm-lame-bird-2JPG,train,train,1,1
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/0_Pimlico-Farm-bald-chickenJPG_jpg.rf.382731b238842995761fb67b73185548.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/0_Pimlico-Farm-bald-chickenJPG_jpg.rf.382731b238842995761fb67b73185548.txt,0_Pimlico-Farm-bald-chickenJPG,train,train,3,3
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/0_Pimlico-Farm-bald-chickenJPG_jpg.rf.8e9d218048145b054234397a6571ec02.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/0_Pimlico-Farm-bald-chickenJPG_jpg.rf.8e9d218048145b054234397a6571ec02.txt,0_Pimlico-Farm-bald-chickenJPG,train,train,3,3
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/0_Pimlico-Farm-bald-chickenJPG_jpg.rf.ae6523e1f8dd837688d3fba509d54153.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/0_Pimlico-Farm-bald-chickenJPG_jpg.rf.ae6523e1f8dd837688d3fba509d54153.txt,0_Pimlico-Farm-bald-chickenJPG,train,train,3,3
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/10_jpg.rf.1bb23a74970f4fff578e8ffcb8d81900.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/10_jpg.rf.1bb23a74970f4fff578e8ffcb8d81900.txt,10,train,train,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/10_jpg.rf.6d2dff7e97cfb8e39e1ad380979f99fc.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/10_jpg.rf.6d2dff7e97cfb8e39e1ad380979f99fc.txt,10,train,train,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/10_jpg.rf.af25926a7a15e3b16df34ad12e65bc85.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/10_jpg.rf.af25926a7a15e3b16df34ad12e65bc85.txt,10,train,train,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/11_jpg.rf.523595f7af81420c638b1e3bd3e1d8dd.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/11_jpg.rf.523595f7af81420c638b1e3bd3e1d8dd.txt,11,train,train,5,5
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/11_jpg.rf.cc773f1fc8e62417004b1227a861b210.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/11_jpg.rf.cc773f1fc8e62417004b1227a861b210.txt,11,train,train,5,5
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/11_jpg.rf.e2f77f27cb856159e2a3e91f0decdbaa.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/11_jpg.rf.e2f77f27cb856159e2a3e91f0decdbaa.txt,11,train,train,5,5
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/13_jpg.rf.39997ac28cb94666cdba3e9174faf240.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/13_jpg.rf.39997ac28cb94666cdba3e9174faf240.txt,13,train,train,18,18
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/13_jpg.rf.5ed57d9a69a4cdc2df4c05536cf219c6.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/13_jpg.rf.5ed57d9a69a4cdc2df4c05536cf219c6.txt,13,train,train,18,18
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/13_jpg.rf.efa6408fec2b9c6fbfe262ef1f91cd84.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/13_jpg.rf.efa6408fec2b9c6fbfe262ef1f91cd84.txt,13,train,train,18,18
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/14_jpg.rf.6c6dbfc50c485567e659296c4fb9a627.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/14_jpg.rf.6c6dbfc50c485567e659296c4fb9a627.txt,14,train,train,11,11
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/14_jpg.rf.970237d52697710eff839482b67d10e4.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/14_jpg.rf.970237d52697710eff839482b67d10e4.txt,14,train,train,11,11
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/14_jpg.rf.d5815854adddf94ae182a1e15594458e.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/14_jpg.rf.d5815854adddf94ae182a1e15594458e.txt,14,train,train,11,11
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/15727337_427033960961118_96188917737875287_n_jpg.rf.191bdd66d19ce03ddfe1f718fb287c5e.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/15727337_427033960961118_96188917737875287_n_jpg.rf.191bdd66d19ce03ddfe1f718fb287c5e.txt,15727337_427033960961118_96188917737875287_n,train,train,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/15727337_427033960961118_96188917737875287_n_jpg.rf.85ab8d0774033c435e12a11fcece4aac.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/15727337_427033960961118_96188917737875287_n_jpg.rf.85ab8d0774033c435e12a11fcece4aac.txt,15727337_427033960961118_96188917737875287_n,train,train,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/15727337_427033960961118_96188917737875287_n_jpg.rf.8c326d78fba99f06365b08159769379a.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/15727337_427033960961118_96188917737875287_n_jpg.rf.8c326d78fba99f06365b08159769379a.txt,15727337_427033960961118_96188917737875287_n,train,train,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/15_jpg.rf.2389544652e018b4c06fdce3106e27c4.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/15_jpg.rf.2389544652e018b4c06fdce3106e27c4.txt,15,train,train,4,4
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/15_jpg.rf.4bfbf2f6fbe9f92e1a4b41574b49e317.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/15_jpg.rf.4bfbf2f6fbe9f92e1a4b41574b49e317.txt,15,train,train,4,4
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/15_jpg.rf.da8c4064acf041926da630c3426a75c8.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/15_jpg.rf.da8c4064acf041926da630c3426a75c8.txt,15,train,train,4,4
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/1637099389108-1-_jpg.rf.b04a670f86cf9444306100c2baa98a72.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/1637099389108-1-_jpg.rf.b04a670f86cf9444306100c2baa98a72.txt,1637099389108-1-,train,val,4,4
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/1637099389108-1-_jpg.rf.b94233ed1d866b13e6afb88308a33228.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/1637099389108-1-_jpg.rf.b94233ed1d866b13e6afb88308a33228.txt,1637099389108-1-,train,val,4,4
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/1637099389108-1-_jpg.rf.bf031407f6de554530b2955484286712.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/1637099389108-1-_jpg.rf.bf031407f6de554530b2955484286712.txt,1637099389108-1-,train,val,4,4
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/16_jpg.rf.2fbcceb66c4a24bff9ff3f94433ef189.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/16_jpg.rf.2fbcceb66c4a24bff9ff3f94433ef189.txt,16,train,train,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/16_jpg.rf.a2baf17db4c3bf9d2035fd1ad117e92a.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/16_jpg.rf.a2baf17db4c3bf9d2035fd1ad117e92a.txt,16,train,train,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/16_jpg.rf.c33a1848636590f353a29f27193079de.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/16_jpg.rf.c33a1848636590f353a29f27193079de.txt,16,train,train,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/17_jpg.rf.191a426523ea582d1e8186c96a2309f9.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/17_jpg.rf.191a426523ea582d1e8186c96a2309f9.txt,17,train,test,3,3
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/17_jpg.rf.67353e49e5996c323d3f5ebef5d0c7ae.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/17_jpg.rf.67353e49e5996c323d3f5ebef5d0c7ae.txt,17,train,test,3,3
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/17_jpg.rf.97c1215b770b2c2e15402847bc079f9e.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/17_jpg.rf.97c1215b770b2c2e15402847bc079f9e.txt,17,train,test,3,3
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/18_jpg.rf.3b242aba6eb0b01f6e83a6f3fa5c02b7.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/18_jpg.rf.3b242aba6eb0b01f6e83a6f3fa5c02b7.txt,18,train,train,1,1
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/18_jpg.rf.c8c9be2786db1acbd90392d21956b8a5.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/18_jpg.rf.c8c9be2786db1acbd90392d21956b8a5.txt,18,train,train,1,1
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/18_jpg.rf.d4989b2dfafdba0a12602e581cb7364f.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/18_jpg.rf.d4989b2dfafdba0a12602e581cb7364f.txt,18,train,train,1,1
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/19_jpg.rf.40add28d844aca4eae9c8e5de6539104.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/19_jpg.rf.40add28d844aca4eae9c8e5de6539104.txt,19,train,train,4,4
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/19_jpg.rf.4564191a89e662d357079488762c074e.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/19_jpg.rf.4564191a89e662d357079488762c074e.txt,19,train,train,4,4
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/19_jpg.rf.d5d1aa6b21423edd616649fc8f5c88f5.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/19_jpg.rf.d5d1aa6b21423edd616649fc8f5c88f5.txt,19,train,train,4,4
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/20_jpg.rf.35e0fe25c09ba2f16c5b358b5925cfdf.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/20_jpg.rf.35e0fe25c09ba2f16c5b358b5925cfdf.txt,20,train,train,8,8
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/20_jpg.rf.98471dab36529b99dcb6664c54691033.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/20_jpg.rf.98471dab36529b99dcb6664c54691033.txt,20,train,train,8,8
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/20_jpg.rf.bfcb5c9c8fe19e255b439f1307a68f21.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/20_jpg.rf.bfcb5c9c8fe19e255b439f1307a68f21.txt,20,train,train,8,8
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/21_jpg.rf.440689f00615e7cefa7eae54a6e590db.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/21_jpg.rf.440689f00615e7cefa7eae54a6e590db.txt,21,train,test,5,5
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/21_jpg.rf.a4838e6b2f8ae3789cc51029c41d5308.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/21_jpg.rf.a4838e6b2f8ae3789cc51029c41d5308.txt,21,train,test,5,5
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/21_jpg.rf.e74ab1390fe1da1c21c5da5a771b6870.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/21_jpg.rf.e74ab1390fe1da1c21c5da5a771b6870.txt,21,train,test,5,5
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/22_jpg.rf.16c4f73871ab0f28187f1c22b0bbe6ca.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/22_jpg.rf.16c4f73871ab0f28187f1c22b0bbe6ca.txt,22,train,val,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/22_jpg.rf.2a3e52ccb19475cf55d65965911fc11b.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/22_jpg.rf.2a3e52ccb19475cf55d65965911fc11b.txt,22,train,val,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/22_jpg.rf.72fa89d6f967eeec4d5d246e37faf2f7.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/22_jpg.rf.72fa89d6f967eeec4d5d246e37faf2f7.txt,22,train,val,2,2
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/23_jpg.rf.2a9b57a5407ba21067d14772eab75e56.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/23_jpg.rf.2a9b57a5407ba21067d14772eab75e56.txt,23,train,train,4,4
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/23_jpg.rf.2e5f78a00130c680dd399b7767c4e8af.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/23_jpg.rf.2e5f78a00130c680dd399b7767c4e8af.txt,23,train,train,4,4
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/23_jpg.rf.7bb78aa9ca80cf3d040d1ee1c5bdfe7d.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/23_jpg.rf.7bb78aa9ca80cf3d040d1ee1c5bdfe7d.txt,23,train,train,4,4
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/24_png.rf.5e03e2ebf7f09d3e64c5804d727ecd0c.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/24_png.rf.5e03e2ebf7f09d3e64c5804d727ecd0c.txt,24,train,val,8,8
../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/images/24_png.rf.9edefac346ace5fd994e66c9ba47ec01.jpg,../../Data/downloads/Roboflow/Data/downloads/roboflow_broiler_detection/train/labels/24_png.rf.9edefac346ace5fd994e66c9ba47ec01.txt,24,train,val,8,8
